x,t,ts
3.474343,0.02,0.6962812
3.4843554,0.02,0.6962092
3.494368,0.02,0.6961918
3.5043805,0.02,0.6962309
3.514393,0.02,0.6963301
3.5244055,0.02,0.69649315
3.534418,0.02,0.69672394
3.5444305,0.02,0.69702363
3.5544431,0.02,0.69739914
3.5644555,0.02,0.69785094
3.5744681,0.02,0.69838285
3.5844805,0.02,0.6989994
3.5944932,0.02,0.69970155
3.6045058,0.02,0.7004936
3.6145184,0.02,0.7013793
3.6245308,0.02,0.7023611
3.6345434,0.02,0.70344234
3.6445558,0.02,0.7046256
3.6545684,0.02,0.7059121
3.6645808,0.02,0.70730853
3.6745934,0.02,0.7088165
3.6846058,0.02,0.7104356
3.6946185,0.02,0.7121725
3.7046309,0.02,0.71402764
3.7146435,0.02,0.7160046
3.7246559,0.02,0.71810555
3.7346685,0.02,0.72033167
3.744681,0.02,0.72268796
3.7546935,0.02,0.7251754
3.764706,0.02,0.72779465
3.7747185,0.02,0.73055124
3.784731,0.02,0.73344374
3.7947435,0.02,0.7364762
3.804756,0.02,0.73965
3.8147686,0.02,0.74296737
3.824781,0.02,0.74643016
3.8347936,0.02,0.75003767
3.8448062,0.02,0.7537942
3.8548188,0.02,0.75769854
3.8648312,0.02,0.761755
3.8748438,0.02,0.7659626
3.8848562,0.02,0.77032375
3.8948689,0.02,0.774838
3.9048812,0.02,0.7795074
3.9148939,0.02,0.7843313
3.9249063,0.02,0.7893107
3.9349189,0.02,0.7944474
3.9449313,0.02,0.79973817
3.954944,0.02,0.80518675
3.9649563,0.02,0.8107903
3.974969,0.02,0.8165493
3.9849813,0.02,0.8224659
3.994994,0.02,0.8285339
4.005006,0.02,0.8347554
4.0150185,0.02,0.84113026
4.025031,0.02,0.84765434
4.0350432,0.02,0.8543272
4.045056,0.02,0.86114836
4.0550685,0.02,0.86811423
4.065081,0.02,0.8752229
4.0750933,0.02,0.8824694
4.0851064,0.02,0.8898549
4.095119,0.02,0.8973725
4.1051316,0.02,0.9050207
4.115144,0.02,0.9127934
4.1251564,0.02,0.9206898
4.135169,0.02,0.9287026
4.1451817,0.02,0.9368291
4.155194,0.02,0.9450617
4.1652064,0.02,0.9533975
4.175219,0.02,0.9618294
4.1852317,0.02,0.97035265
4.195244,0.02,0.9789598
4.2052565,0.02,0.9876473
4.215269,0.02,0.99640393
4.2252817,0.02,1.0052252
4.235294,0.02,1.0141053
4.2453065,0.02,1.0230346
4.255319,0.02,1.0320053
4.2653317,0.02,1.041012
4.275344,0.02,1.0500441
4.2853565,0.02,1.0590954
4.295369,0.02,1.068157
4.305382,0.02,1.0772231
4.315394,0.02,1.0862811
4.325407,0.02,1.0953236
4.3354197,0.02,1.1043465
4.3454323,0.02,1.1133375
4.3554444,0.02,1.122287
4.365457,0.02,1.1311924
4.3754697,0.02,1.1400414
4.3854823,0.02,1.1488276
4.3954945,0.02,1.1575408
4.405507,0.02,1.1661792
4.4155197,0.02,1.1747289
4.4255323,0.02,1.1831863
4.4355445,0.02,1.1915438
4.445557,0.02,1.1997979
4.4555697,0.02,1.2079353
4.4655824,0.02,1.2159572
4.4755945,0.02,1.2238545
4.485607,0.02,1.2316213
4.49562,0.02,1.2392557
4.5056324,0.02,1.2467496
4.5156446,0.02,1.2541025
4.525657,0.02,1.261308
4.53567,0.02,1.2683659
4.5456824,0.02,1.2752693
4.5556946,0.02,1.2820151
4.565707,0.02,1.2886062
4.57572,0.02,1.2950351
4.5857325,0.02,1.3013043
4.5957446,0.02,1.3074088
4.605757,0.02,1.313349
4.61577,0.02,1.3191278
4.6257825,0.02,1.324738
4.6357946,0.02,1.3301876
4.6458073,0.02,1.3354676
4.65582,0.02,1.340584
4.6658325,0.02,1.3455367
4.6758447,0.02,1.3503242
4.6858573,0.02,1.354949
4.69587,0.02,1.3594122
4.7058825,0.02,1.3637147
4.7158947,0.02,1.367856
4.7259073,0.02,1.3718407
4.73592,0.02,1.3756657
4.7459326,0.02,1.3793354
4.7559447,0.02,1.3828492
4.7659574,0.02,1.3862121
4.77597,0.02,1.3894219
4.7859826,0.02,1.392478
4.7959948,0.02,1.3953867
4.8060074,0.02,1.3981447
4.81602,0.02,1.4007578
4.8260326,0.02,1.4032204
4.836045,0.02,1.40554
4.8460574,0.02,1.4077132
4.85607,0.02,1.4097388
4.8660827,0.02,1.4116247
4.876095,0.02,1.4133651
4.8861074,0.02,1.4149632
4.89612,0.02,1.4164157
4.9061327,0.02,1.4177277
4.916145,0.02,1.4188945
4.9261575,0.02,1.4199197
4.93617,0.02,1.420799
4.9461827,0.02,1.4215362
4.956195,0.02,1.4221282
4.9662075,0.02,1.4225738
4.97622,0.02,1.422874
4.9862328,0.02,1.4230268
4.996245,0.02,1.4230316
5.0062575,0.02,1.4228907
5.01627,0.02,1.4225957
5.026283,0.02,1.4221518
5.036295,0.02,1.4215555
5.0463076,0.02,1.4208055
5.05632,0.02,1.4199011
5.066333,0.02,1.4188385
5.076345,0.02,1.4176235
5.0863576,0.02,1.4162469
5.09637,0.02,1.4147127
5.106383,0.02,1.4130149
5.116395,0.02,1.4111588
5.1264076,0.02,1.4091377
5.1364202,0.02,1.4069512
5.146433,0.02,1.4046009
5.156445,0.02,1.4020865
5.1664577,0.02,1.3994031
5.1764703,0.02,1.3965538
5.186483,0.02,1.3935361
5.196495,0.02,1.3903489
5.206508,0.02,1.3869944
5.216521,0.02,1.3834691
5.2265334,0.02,1.3797774
5.2365456,0.02,1.3759158
5.246558,0.02,1.3718853
5.256571,0.02,1.3676877
5.2665834,0.02,1.3633232
5.2765956,0.02,1.3587935
5.286608,0.02,1.3540962
5.296621,0.02,1.3492374
5.3066335,0.02,1.3442152
5.3166456,0.02,1.3390336
5.3266582,0.02,1.3336949
5.336671,0.02,1.3281977
5.3466835,0.02,1.3225489
5.3566957,0.02,1.3167496
5.3667083,0.02,1.3108006
5.376721,0.02,1.3047109
5.3867335,0.02,1.2984776
5.3967457,0.02,1.292108
5.4067583,0.02,1.2856038
5.416771,0.02,1.278974
5.4267836,0.02,1.2722192
5.4367957,0.02,1.2653422
5.446809,0.02,1.2583535
5.4568214,0.02,1.2512541
5.466834,0.02,1.244051
5.476846,0.02,1.2367499
5.486859,0.02,1.2293563
5.4968715,0.02,1.2218745
5.506884,0.02,1.2143152
5.5168962,0.02,1.2066813
5.526909,0.02,1.1989799
5.5369215,0.02,1.1912184
5.546934,0.02,1.183403
5.5569463,0.02,1.1755402
5.566959,0.02,1.1676409
5.5769715,0.02,1.1597049
5.586984,0.02,1.1517467
5.5969963,0.02,1.1437731
5.607009,0.02,1.1357863
5.6170216,0.02,1.1277966
5.627034,0.02,1.119812
5.6370463,0.02,1.1118393
5.647059,0.02,1.1038878
5.6570716,0.02,1.0959606
5.667084,0.02,1.0880685
5.6770964,0.02,1.0802181
5.687109,0.02,1.0724149
5.6971216,0.02,1.0646672
5.7071342,0.02,1.0569832
5.7171464,0.02,1.0493662
5.727159,0.02,1.0418253
5.7371716,0.02,1.0343654
5.7471843,0.02,1.0269926
5.7571964,0.02,1.0197146
5.767209,0.02,1.0125349
5.7772217,0.02,1.0054586
5.7872343,0.02,0.99849296
5.7972465,0.02,0.991642
5.807259,0.02,0.9849088
5.8172717,0.02,0.97829914
5.8272843,0.02,0.97181654
5.8372965,0.02,0.9654658
5.847309,0.02,0.9592471
5.8573217,0.02,0.95316744
5.8673344,0.02,0.9472263
5.8773465,0.02,0.94142795
5.887359,0.02,0.9357734
5.897372,0.02,0.9302635
5.9073844,0.02,0.92490315
5.9173965,0.02,0.9196887
5.927409,0.02,0.91462445
5.937422,0.02,0.90971065
5.9474344,0.02,0.9049454
5.9574466,0.02,0.90033054
5.967459,0.02,0.89586353
5.977472,0.02,0.89154553
5.9874845,0.02,0.8873749
5.9974966,0.02,0.88335085
6.007509,0.02,0.87947154
6.017522,0.02,0.8757348
6.0275345,0.02,0.8721392
6.0375466,0.02,0.86868286
6.0475593,0.02,0.8653629
6.057572,0.02,0.8621774
6.0675845,0.02,0.8591237
6.0775967,0.02,0.8561988
6.0876093,0.02,0.8533988
6.097622,0.02,0.8507216
6.1076345,0.02,0.8481643
6.1176467,0.02,0.8457241
6.1276593,0.02,0.8433957
6.137672,0.02,0.841177
6.1476846,0.02,0.83906555
6.1576967,0.02,0.8370552
6.1677094,0.02,0.83514476
6.177722,0.02,0.8333292
6.1877346,0.02,0.8316059
6.1977468,0.02,0.8299713
6.2077594,0.02,0.82842207
6.217772,0.02,0.82695293
6.2277846,0.02,0.825562
6.237797,0.02,0.8242469
6.24781,0.02,0.8230009
6.2578225,0.02,0.8218241
6.267835,0.02,0.82071066
6.2778473,0.02,0.81965923
6.28786,0.02,0.8186672
6.2978725,0.02,0.8177295
6.307885,0.02,0.8168442
6.3178973,0.02,0.8160076
6.32791,0.02,0.8152194
6.3379226,0.02,0.8144736
6.347935,0.02,0.813771
6.3579473,0.02,0.81310606
6.36796,0.02,0.8124795
6.3779726,0.02,0.8118863
6.387985,0.02,0.8113251
6.3979974,0.02,0.81079483
6.40801,0.02,0.8102932
6.4180226,0.02,0.80981827
6.4280353,0.02,0.80936813
6.4380474,0.02,0.8089409
6.44806,0.02,0.8085356
6.4580727,0.02,0.8081503
6.4680853,0.02,0.80778456
6.4780974,0.02,0.8074355
6.48811,0.02,0.8071029
6.4981227,0.02,0.80678654
6.5081353,0.02,0.8064847
6.5181475,0.02,0.80619526
6.52816,0.02,0.8059192
6.5381727,0.02,0.8056536
6.5481853,0.02,0.80540085
6.5581975,0.02,0.8051572
6.56821,0.02,0.8049245
6.5782228,0.02,0.8047013
6.5882354,0.02,0.80448604
6.5982475,0.02,0.8042798
6.60826,0.02,0.8040819
6.618273,0.02,0.80389166
6.6282854,0.02,0.80370903
6.6382976,0.02,0.8035333
6.6483107,0.02,0.80336523
6.6583233,0.02,0.8032036
6.668336,0.02,0.8030503
6.678348,0.02,0.8029032
6.6883607,0.02,0.8027625
6.6983733,0.02,0.80262804
6.708386,0.02,0.80250096
6.718398,0.02,0.8023803
6.7284107,0.02,0.8022671
6.7384233,0.02,0.8021593
6.748436,0.02,0.8020587
6.758448,0.02,0.8019662
6.7684608,0.02,0.8018799
6.7784734,0.02,0.80180025
6.788486,0.02,0.80172896
6.798498,0.02,0.80166435
6.808511,0.02,0.80160666
6.8185234,0.02,0.80155635
6.828536,0.02,0.80151415
6.838548,0.02,0.8014796
6.848561,0.02,0.8014529
6.8585734,0.02,0.80143356
6.868586,0.02,0.80142355
6.878598,0.02,0.8014202
6.888611,0.02,0.8014252
6.8986235,0.02,0.80143976
6.908636,0.02,0.8014612
6.9186482,0.02,0.8014922
6.928661,0.02,0.8015306
6.9386735,0.02,0.8015785
6.948686,0.02,0.8016343
6.9586983,0.02,0.80170035
6.968711,0.02,0.801774
6.9787235,0.02,0.8018565
6.988736,0.02,0.8019481
6.9987483,0.02,0.8020477
7.008761,0.02,0.80215645
7.0187736,0.02,0.8022752
7.028786,0.02,0.80240107
7.0387983,0.02,0.80253744
7.048811,0.02,0.8026812
7.0588236,0.02,0.8028331
7.068836,0.02,0.8029957
7.0788484,0.02,0.8031659
7.088861,0.02,0.80334616
7.0988736,0.02,0.8035333
7.1088862,0.02,0.8037293
7.1188984,0.02,0.8039346
7.128911,0.02,0.80414677
7.1389236,0.02,0.804368
7.1489363,0.02,0.80459785
7.1589484,0.02,0.8048351
7.168961,0.02,0.80508137
7.1789737,0.02,0.80533314
7.1889863,0.02,0.8055942
7.1989985,0.02,0.8058634
7.209011,0.02,0.80613875
7.2190237,0.02,0.8064225
7.2290363,0.02,0.8067131
7.2390485,0.02,0.8070109
7.249061,0.02,0.8073149
7.2590737,0.02,0.8076265
7.2690864,0.02,0.80794525
7.2790985,0.02,0.8082695
7.289111,0.02,0.8085997
7.299124,0.02,0.8089366
7.3091364,0.02,0.80927944
7.3191485,0.02,0.8096285
7.329161,0.02,0.8099828
7.339174,0.02,0.81034255
7.3491864,0.02,0.81070733
7.3591986,0.02,0.8110771
7.3692117,0.02,0.81145287
7.3792243,0.02,0.8118324
7.389237,0.02,0.81221676
7.399249,0.02,0.8126061
7.4092617,0.02,0.8129995
7.4192743,0.02,0.8133974
7.429287,0.02,0.81379867
7.439299,0.02,0.81420255
7.4493117,0.02,0.81461215
7.4593244,0.02,0.81502485
7.469337,0.02,0.81543994
7.479349,0.02,0.8158574
7.489362,0.02,0.8162799
7.4993744,0.02,0.81670356
7.509387,0.02,0.8171303
7.519399,0.02,0.8175597
7.529412,0.02,0.8179915
7.5394244,0.02,0.81842446
7.549437,0.02,0.81886053
7.559449,0.02,0.8192978
7.569462,0.02,0.81973696
7.5794744,0.02,0.82017756
7.589487,0.02,0.8206196
7.599499,0.02,0.82106304
7.609512,0.02,0.82150745
7.6195245,0.02,0.82195306
7.629537,0.02,0.8223996
7.6395493,0.02,0.8228464
7.649562,0.02,0.82329464
7.6595745,0.02,0.82374334
7.669587,0.02,0.8241916
7.6795993,0.02,0.82464075
7.689612,0.02,0.8250904
7.6996245,0.02,0.8255391
7.709637,0.02,0.82598853
7.7196493,0.02,0.82643676
7.729662,0.02,0.8268857
7.7396746,0.02,0.8273339
7.749687,0.02,0.8277831
7.7596993,0.02,0.8282306
7.769712,0.02,0.8286774
7.7797246,0.02,0.82912445
7.789737,0.02,0.82956934
7.7997494,0.02,0.8300147
7.809762,0.02,0.8304589
7.8197746,0.02,0.8309016
7.8297873,0.02,0.83134365
7.8397994,0.02,0.83178496
7.8498125,0.02,0.8322253
7.859825,0.02,0.832664
7.8698378,0.02,0.833102
7.87985,0.02,0.833539
7.8898625,0.02,0.8339739
7.899875,0.02,0.83440757
7.909888,0.02,0.8348408
7.9199,0.02,0.83527184
7.9299126,0.02,0.83570147
7.939925,0.02,0.83613014
7.949938,0.02,0.83655715
7.95995,0.02,0.83698225
7.9699626,0.02,0.83740664
7.979975,0.02,0.8378298
7.989988,0.02,0.83825016
8.0,0.02,0.83867073
0.0,0.04,0.6565628
0.010012516,0.04,0.6716175
0.020025032,0.04,0.68666315
0.030037548,0.04,0.70171833
0.040050063,0.04,0.716799
0.05006258,0.04,0.73192
0.060075097,0.04,0.74709463
0.07008761,0.04,0.7623372
0.08010013,0.04,0.77765465
0.09011264,0.04,0.7930584
0.10012516,0.04,0.80855227
0.11013767,0.04,0.82413864
0.12015019,0.04,0.8398185
0.1301627,0.04,0.8555906
0.14017522,0.04,0.8714502
0.15018773,0.04,0.8873892
0.16020025,0.04,0.9034014
0.17021278,0.04,0.9194732
0.18022528,0.04,0.9355922
0.1902378,0.04,0.95174336
0.20025031,0.04,0.96791124
0.21026284,0.04,0.984077
0.22027534,0.04,1.0002208
0.23028786,0.04,1.016324
0.24030039,0.04,1.0323651
0.2503129,0.04,1.0483222
0.26032543,0.04,1.0641716
0.27033794,0.04,1.0798938
0.28035045,0.04,1.0954642
0.29036295,0.04,1.1108606
0.3003755,0.04,1.1260619
0.310388,0.04,1.1410451
0.3204005,0.04,1.1557889
0.330413,0.04,1.1702733
0.34042555,0.04,1.184478
0.35043806,0.04,1.1983862
0.36045057,0.04,1.211978
0.37046307,0.04,1.225235
0.3804756,0.04,1.2381449
0.39048812,0.04,1.2506905
0.40050063,0.04,1.2628574
0.41051313,0.04,1.2746353
0.42052567,0.04,1.2860124
0.43053818,0.04,1.2969775
0.44055068,0.04,1.3075209
0.4505632,0.04,1.3176346
0.46057573,0.04,1.3273134
0.47058824,0.04,1.3365486
0.48060077,0.04,1.345336
0.49061328,0.04,1.353672
0.5006258,0.04,1.3615513
0.5106383,0.04,1.3689728
0.52065086,0.04,1.3759336
0.5306634,0.04,1.3824339
0.5406759,0.04,1.3884716
0.5506884,0.04,1.3940489
0.5607009,0.04,1.3991663
0.5707134,0.04,1.4038243
0.5807259,0.04,1.4080265
0.5907384,0.04,1.4117749
0.600751,0.04,1.4150727
0.6107635,0.04,1.4179235
0.620776,0.04,1.420332
0.6307885,0.04,1.4223034
0.640801,0.04,1.4238429
0.6508135,0.04,1.4249558
0.660826,0.04,1.4256487
0.67083853,0.04,1.4259295
0.6808511,0.04,1.4258049
0.6908636,0.04,1.425282
0.7008761,0.04,1.42437
0.7108886,0.04,1.4230759
0.72090113,0.04,1.4214125
0.73091364,0.04,1.4193864
0.74092615,0.04,1.4170115
0.75093865,0.04,1.4142945
0.7609512,0.04,1.4112487
0.7709637,0.04,1.4078877
0.78097624,0.04,1.4042222
0.79098874,0.04,1.400265
0.80100125,0.04,1.3960307
0.81101376,0.04,1.391532
0.82102627,0.04,1.3867829
0.8310388,0.04,1.3818007
0.84105134,0.04,1.3766003
0.85106385,0.04,1.3711948
0.86107635,0.04,1.3656015
0.87108886,0.04,1.3598406
0.88110137,0.04,1.3539238
0.8911139,0.04,1.3478706
0.9011264,0.04,1.3416996
0.9111389,0.04,1.3354254
0.92115146,0.04,1.329066
0.93116397,0.04,1.3226409
